Barcode	Peptide	LFC	totalMeanLFC
710317123	ACM1_421_433	0.7868033631166282	0.030737222701747353
710317123	ACM1_444_456	-0.04366122879613954	0.04066364205358738
710317123	ACM4_456_468	-0.07365704172530885	-0.09204563743094714
710317123	ACM5_494_506	0.09330216209647624	-0.012250790580037455
710317123	ACM5_498_510	0.17639656967062756	0.1414809721205829
710317123	ADDB_696_708	-0.051399152506644175	0.11682098600815542
710317123	ADDB_706_718	0.23295306659593296	0.4803711714425331
710317123	ADRB2_338_350	1.3567913630278712	1.3701578122299836
710317123	ANDR_785_797	0.291738071207269	0.39389285145048714
710317123	ANXA1_209_221	1.0467797595990391	0.7181820250635006
710317123	BAD_112_124	0.6092100469678341	0.5913616260538777
710317123	BAD_69_81	0.4166467521405006	0.2923758819028431
710317123	BAD_93_105	0.18129459461568587	0.042149730755572413
710317123	BCKD_45_57	0.4884434410051046	0.10716121861795047
710317123	CA2D1_494_506	-0.3732540291787654	-0.12006016464658131
710317123	CAC1C_1974_1986	1.2332150024696258	1.3158678983703858
710317123	CD27_212_224	-0.7108527538470746	-0.38421071449391236
710317123	CDC2_154_169	-0.5618788876081149	-0.3267470293627383
710317123	CDK7_163_175	0.418065191976412	0.003208179584577605
710317123	CDN1A_139_151	0.5541942194390774	0.43216556412030255
710317123	CENPA_1_14	1.5006030029497754	1.2359501004839315
710317123	CFTR_730_742	1.1845076613315921	1.1393585645544733
710317123	CGHB_109_121	0.385887573513239	0.5104517096121365
710317123	CSF1R_701_713	1.0197170040707455	0.7647554192242803
710317123	DCX_49_61	0.10458890127719966	-0.06858767137918427
710317123	DESP_2842_2854	0.8411836941714586	0.8914250345366371
710317123	E1A_ADE05_212_224	1.198999226563373	1.0049696712276124
710317123	EPB42_241_253	1.518179749362587	1.3008244244942213
710317123	ERBB2_679_691	1.1735014543799558	1.0234250785496897
710317123	ESR1_160_172	0.8202431178366956	0.6617859125029776
710317123	FOXO3_25_37	0.07808697150666166	-0.05632448088168829
710317123	FRAP_2443_2455	0.48089004657347	0.4467708533087314
710317123	GPR6_349_361	0.3625700793847084	0.22009005145241511
710317123	GPSM2_394_406	1.2524038541805336	0.9970418559471357
710317123	GSUB_61_73	-0.43041272516575946	-0.27547119289024596
710317123	GYS2_1_13	-0.10499957166800655	-0.003419837369252221
710317123	H2B1B_ 27_40	-0.05530737167909727	0.49871313507878173
710317123	H32_3_18	0.2813255546912834	0.20382076811578154
710317123	IF4E_203_215	0.05824514103595346	0.23173328676385893
710317123	KAP2_92_104	1.1341123485295403	1.173754791975119
710317123	KAP3_107_119	0.9427596549321695	0.9008566095978724
710317123	KAPCG_192_206	0.14063350027167676	-0.023193915015530624
710317123	KCNA1_438_450	0.551303189369925	0.6709875688336772
710317123	KCNA2_442_454	0.8235532791622964	0.5711951078640403
710317123	KCNA3_461_473	0.8576470765886692	0.6222878988632273
710317123	KCNA6_504_516	0.9526879121289902	0.7641578781911947
710317123	KIF2C_105_118_S106G	0.9183795031192741	0.7903743759880039
710317123	KPB1_1011_1023	1.4514584602607794	1.2368169209154694
710317123	KPCB_19_31_A25S	1.1438835297003696	1.0619768378649876
710317123	KS6A1_374_386	0.11317296035623459	0.07613504893167337
710317123	LIPS_944_956	1.0993033368017384	0.8561773855954119
710317123	MARCS_152_164	-0.2413626135836937	-0.2651797980853734
710317123	MBP_222_234	0.03136417090933463	-0.09669735473488898
710317123	MP2K1_287_299	0.06277979433027348	-0.06899110287014443
710317123	MPIP1_172_184	-0.17283659686221498	-0.07263101490241135
710317123	MPIP3_208_220	0.9952775897575967	0.4738833137007486
710317123	MYPC3_268_280	0.9587476865269338	0.8779210838241068
710317123	NCF1_321_333	1.1388588839465434	1.0550256342933242
710317123	NEK2_172_184	-0.07082133718969663	-0.2144925144800721
710317123	NEK3_158_170	0.16010814308210497	-0.36377065878363607
710317123	NFKB1_330_342	0.8642413573168266	0.8668434970164283
710317123	NMDZ1_890_902	1.484512933693872	1.207504802198413
710317123	NOS3_1171_1183	1.0135566575312591	0.7620305692145083
710317123	NR4A1_344_356	0.4694852833012204	0.18933478208861856
710317123	P53_308_323	0.1536231891132116	0.25430433245912515
710317123	PLEK_106_118	0.945176248391034	0.7409416296558516
710317123	PPR1A_28_40	0.6286503572133864	0.42079580947896833
710317123	PTK6_436_448	0.785916643361583	0.7578383229168132
710317123	RAP1B_172_184	0.04397769706060206	0.13129638736274898
710317123	RB_242_254	0.16193990442631723	-0.03281659338397125
710317123	RB_803_815	-0.3344190390705588	-0.24094196664599052
710317123	RBL2_655_667	0.03554111280448069	0.1478388750437333
710317123	REL_260_272	0.9255446683425643	0.85798428411954
710317123	RS6_228_240	1.2852122284273957	1.0893134239338143
710317123	RYR1_4317_4329	1.2373176873833565	1.112361799078899
710317123	SCN7A_898_910	1.260941068128182	0.9611138304835842
710317123	STK6_283_295	0.9672122961375509	0.8778343381558873
