Barcode	Peptide	LFC	totalMeanLFC
710317123	ACM1_421_433	-0.4769027548637035	-0.41374095301499
710317123	ACM1_444_456	-0.04424283796148343	-0.3273987702202968
710317123	ACM4_456_468	0.15278908912828237	0.2092946237983102
710317123	ACM5_494_506	0.08971881519070735	-0.05087770057418221
710317123	ACM5_498_510	0.4663414111072206	0.13746225585332464
710317123	ADDB_696_708	0.06774460663583382	-0.2015426068516215
710317123	ADDB_706_718	0.8285195320556462	0.6504826140022489
710317123	ADRB2_338_350	1.1044248333290572	1.2725221532955266
710317123	ANDR_785_797	0.9205787271428569	0.5958521093366178
710317123	ANXA1_209_221	1.384061849374978	0.7430488856548295
710317123	BAD_112_124	0.6410285631419148	0.34123045754463677
710317123	BAD_93_105	0.8544878494903996	0.25095122254560565
710317123	BCKD_45_57	0.4348589401915879	0.035817059327745294
710317123	CA2D1_494_506	0.33664960059412774	0.07715140917804379
710317123	CAC1C_1974_1986	0.4416572464678543	0.8177938999749145
710317123	CD27_212_224	0.4805307985768703	0.026139036964849094
710317123	CDN1A_139_151	0.4628432455019347	0.34766756357155043
710317123	CENPA_1_14	2.505646047078585	2.156039263313829
710317123	CFTR_730_742	1.0538983055192856	0.8595717785653155
710317123	CGHB_109_121	0.04840193559636674	0.31869071098686597
710317123	CSF1R_701_713	1.3140883561341203	0.8002338569897013
710317123	DCX_49_61	0.4694852833012202	0.11187651218880974
710317123	DESP_2842_2854	0.5278699954432158	0.43038203562066296
710317123	E1A_ADE05_212_224	1.586479779636715	1.1790104281321703
710317123	EPB42_241_253	1.9594538724536799	1.2941091848601258
710317123	ERBB2_679_691	2.8879603387734996	2.2552378763105954
710317123	ESR1_160_172	1.1163339247140476	0.9305879023495459
710317123	FOXO3_25_37	0.4185113633239883	0.035324104522756805
710317123	FRAP_2443_2455	0.9643760902692788	0.6474490301104621
710317123	GPR6_349_361	0.8432104007468215	0.4905638776030374
710317123	GPSM2_394_406	1.4222706448803883	0.8959878348594223
710317123	GSUB_61_73	0.4194561705458486	0.026373769878620168
710317123	GYS2_1_13	1.172842174338216	0.30127511065320345
710317123	H2B1B_ 27_40	1.4822525793750985	0.9872403644533456
710317123	H32_3_18	0.6562045822023697	0.3380488804825557
710317123	IF4E_203_215	-0.29104878200339046	-0.4310547236684655
710317123	KAP2_92_104	0.5191180214913285	0.8271463721230606
710317123	KAP3_107_119	0.3916127160859322	0.6198935083936851
710317123	KAPCG_192_206	0.08293634098207248	-0.058094056070421875
710317123	KCNA1_438_450	0.5665252524644799	0.5306844250858012
710317123	KCNA2_442_454	1.484530464891709	1.002790917036148
710317123	KCNA3_461_473	1.5486989567343847	0.7609197780445764
